N°;Pedido;Fecha;Cliente;Segemento;Ventas [unid];Ventas [$]
30042;221243;25/1/2021;21;Segmento 1;4;271,13
30043;568930;22/5/2021;8;Segmento 2;9;475,65
30044;374161;26/7/2021;14;Segmento 5;2;164,06
30045;258892;3/4/2021;23;Segmento 3;10;646,97
30046;863568;21/6/2021;21;Segmento 1;6;29,64
30047;404067;15/1/2021;10;Segmento 8;1;21,94
30048;183891;27/12/2021;29;Segmento 8;7;414,72
30049;718068;14/12/2021;35;Segmento 4;6;280,08
30050;859868;28/12/2021;33;Segmento 7;2;110,89
30051;440067;7/8/2021;7;Segmento 3;5;17,57
30052;193355;22/10/2021;9;Segmento 8;8;412,37
30053;129407;25/1/2021;1;Segmento 7;8;553,3
30054;45998;17/11/2021;29;Segmento 3;5;419,39
30055;741728;27/9/2021;33;Segmento 8;1;44,66
30056;803116;18/11/2021;7;Segmento 4;9;441,36
30057;847824;21/4/2021;24;Segmento 3;5;413,01
30058;925680;16/3/2021;25;Segmento 7;2;29,32
30059;981854;28/4/2021;32;Segmento 2;2;45,64
30060;459225;12/5/2021;25;Segmento 4;2;71,81
30061;929009;6/11/2021;16;Segmento 7;0;0
30062;11262;24/9/2021;18;Segmento 4;6;479,43
30063;165860;26/10/2021;34;Segmento 8;10;313,57
30064;896072;17/8/2021;12;Segmento 1;7;192,32
30065;468678;28/2/2021;33;Segmento 4;8;706,37
30066;467582;14/4/2021;24;Segmento 2;0;0
30067;781299;28/3/2021;2;Segmento 6;1;69,3
30068;66932;15/11/2021;11;Segmento 3;9;242,52
30069;498163;5/4/2021;21;Segmento 7;0;0
30070;249046;24/7/2021;34;Segmento 1;6;597,91
30071;66503;2/3/2021;23;Segmento 3;5;186,83
30072;103512;13/11/2021;23;Segmento 4;2;113,2
30073;557125;28/11/2021;30;Segmento 3;7;268,33
30074;220566;25/4/2021;1;Segmento 8;9;117,19
30075;697136;23/7/2021;34;Segmento 2;6;197,49
30076;865142;27/12/2021;29;Segmento 6;8;523,42
30077;759351;13/4/2021;25;Segmento 7;1;50,96
30078;878438;9/6/2021;5;Segmento 5;5;184,03
30079;567798;12/11/2021;5;Segmento 6;10;315,2
30080;624924;19/2/2021;32;Segmento 8;6;213,94
30081;926615;28/2/2021;14;Segmento 5;1;5,56
30082;45524;22/5/2021;2;Segmento 5;5;309,91
30083;23370;11/7/2021;20;Segmento 2;0;0
30084;403567;21/3/2021;20;Segmento 4;3;155,52
30085;896416;5/5/2021;26;Segmento 4;2;158,06
30086;923745;26/2/2021;13;Segmento 7;9;637,98
30087;45047;14/8/2021;4;Segmento 5;3;76,58
30088;689233;15/11/2021;11;Segmento 5;9;392,81
30089;917634;6/11/2021;1;Segmento 2;9;301,1
30090;892363;27/1/2021;22;Segmento 2;5;346,37
30091;351980;12/7/2021;15;Segmento 6;7;316,07
30092;199720;5/7/2021;2;Segmento 7;8;280,92
30093;857346;4/12/2021;13;Segmento 8;5;108,82
30094;805404;12/1/2021;2;Segmento 4;4;81,92
30095;726718;8/12/2021;28;Segmento 4;1;65,09
30096;98705;7/1/2021;5;Segmento 6;2;124,3
30097;87668;17/10/2021;28;Segmento 1;4;239,1
30098;145092;21/4/2021;14;Segmento 5;2;173,61
30099;304153;28/8/2021;5;Segmento 6;3;126,91
30100;585466;20/9/2021;21;Segmento 6;3;271,52
30101;495595;12/5/2021;11;Segmento 8;3;70,09
30102;400904;13/8/2021;11;Segmento 5;2;118,33
30103;911007;5/12/2021;24;Segmento 5;1;10,27
30104;49705;9/5/2021;27;Segmento 6;3;125,64
30105;214744;4/2/2021;6;Segmento 8;1;63,83
30106;763239;12/5/2021;30;Segmento 1;10;925,83
30107;595569;23/6/2021;29;Segmento 8;2;193,93
30108;425058;10/5/2021;29;Segmento 6;2;46,61
30109;855312;4/6/2021;25;Segmento 7;1;66,78
30110;688966;18/11/2021;28;Segmento 3;1;3,1
30111;859918;29/6/2021;16;Segmento 1;2;118,79
30112;451147;22/12/2021;3;Segmento 8;4;296,28
30113;701421;11/5/2021;25;Segmento 4;4;163,98
30114;128000;15/3/2021;4;Segmento 6;10;351,36
30115;984239;16/8/2021;13;Segmento 4;0;0
30116;16629;6/10/2021;2;Segmento 1;3;111,91
30117;713878;12/10/2021;23;Segmento 6;4;24,44
30118;170948;15/2/2021;26;Segmento 3;5;34,95
30119;763467;1/1/2021;34;Segmento 4;5;104,37
30120;545156;8/8/2021;27;Segmento 6;9;536,67
30121;136384;21/6/2021;7;Segmento 3;8;450,28
30122;871833;11/11/2021;3;Segmento 8;5;282,3
30123;97563;21/4/2021;17;Segmento 5;7;6,13
30124;440661;2/6/2021;8;Segmento 7;10;820,37
30125;132379;5/12/2021;17;Segmento 4;1;49,45
30126;720504;12/7/2021;22;Segmento 7;2;61,79
30127;42814;27/4/2021;33;Segmento 6;5;13,97
30128;957991;6/5/2021;8;Segmento 2;8;662,2
30129;281663;22/2/2021;14;Segmento 7;3;172,79
30130;370190;30/12/2021;15;Segmento 4;2;95,01
30131;176535;18/9/2021;22;Segmento 2;4;203,1
30132;231596;21/2/2021;2;Segmento 3;4;399,27
30133;481395;1/11/2021;25;Segmento 2;3;29,03
30134;504921;26/8/2021;8;Segmento 5;10;320,95
30135;276102;3/3/2021;10;Segmento 6;9;381,98
30136;881018;19/1/2021;4;Segmento 2;7;466,85
30137;713122;7/5/2021;19;Segmento 7;4;201,63
30138;529068;25/12/2021;31;Segmento 4;7;174,97
30139;156173;20/10/2021;2;Segmento 8;8;519
30140;501883;22/11/2021;7;Segmento 5;9;200,4
30141;887677;30/9/2021;20;Segmento 1;6;243,27
30142;455743;16/7/2021;33;Segmento 7;4;385,39
30143;448505;7/2/2021;24;Segmento 3;1;76,95
30144;615345;20/12/2021;25;Segmento 7;5;85,29
30145;390078;11/7/2021;9;Segmento 6;5;99,03
30146;826445;14/5/2021;21;Segmento 5;4;64,82
30147;428562;5/12/2021;25;Segmento 5;3;230,91
30148;959909;15/12/2021;13;Segmento 4;4;228,14
30149;434821;12/3/2021;24;Segmento 6;3;228,89
30150;630390;29/1/2021;9;Segmento 1;3;16,42
30151;791808;5/12/2021;9;Segmento 6;2;141,51
30152;931937;11/10/2021;17;Segmento 5;6;245,54
30153;298424;25/6/2021;3;Segmento 2;2;96,02
30154;876951;20/7/2021;15;Segmento 8;4;144,4
30155;828268;12/6/2021;8;Segmento 1;4;330,59
30156;306587;30/3/2021;20;Segmento 1;10;104,48
30157;644637;12/2/2021;31;Segmento 5;1;76,22
30158;674880;30/3/2021;28;Segmento 6;9;226,27
30159;62739;22/2/2021;17;Segmento 2;9;234,03
30160;417222;5/1/2021;18;Segmento 5;5;64,65
30161;379685;20/8/2021;27;Segmento 1;7;641,05
30162;999417;11/8/2021;3;Segmento 2;8;52,32
30163;60040;9/3/2021;16;Segmento 2;3;72,49
30164;564166;10/1/2021;16;Segmento 8;7;427,66
30165;143204;28/6/2021;18;Segmento 7;5;237,27
30166;581185;30/3/2021;26;Segmento 1;10;261,53
30167;283442;19/5/2021;15;Segmento 3;7;533,22
30168;397264;25/6/2021;31;Segmento 3;5;275,41
30169;372067;19/1/2021;13;Segmento 4;8;485,88
30170;191050;9/9/2021;12;Segmento 1;0;0
30171;433185;10/1/2021;23;Segmento 1;3;205,66
30172;904863;28/8/2021;21;Segmento 3;6;521,14
30173;732842;1/9/2021;8;Segmento 8;0;0
30174;870465;2/7/2021;13;Segmento 5;8;113,46
30175;343252;30/1/2021;11;Segmento 1;2;30,43
30176;184370;22/10/2021;34;Segmento 3;7;562,75
30177;210486;19/4/2021;6;Segmento 3;4;244,2
30178;533527;8/9/2021;19;Segmento 2;5;405,67
30179;763590;14/1/2021;34;Segmento 4;1;50,8
30180;872574;18/9/2021;32;Segmento 1;4;114,31
30181;525443;29/10/2021;35;Segmento 7;1;66,91
30182;255929;28/4/2021;9;Segmento 7;3;50,59
30183;517025;28/12/2021;17;Segmento 4;7;538,17
30184;345290;10/12/2021;27;Segmento 8;1;94,21
30185;368148;4/10/2021;3;Segmento 8;2;116,75
30186;154456;19/6/2021;28;Segmento 2;4;249,82
30187;450223;25/3/2021;25;Segmento 7;2;44,49
30188;880142;28/11/2021;16;Segmento 6;2;106,84
30189;697389;21/4/2021;25;Segmento 5;4;96,07
30190;407203;13/11/2021;10;Segmento 3;8;585,53
30191;492764;22/3/2021;24;Segmento 5;10;11,34
30192;812452;9/12/2021;18;Segmento 5;4;214,24
30193;255219;19/5/2021;33;Segmento 3;4;155,23
30194;344331;20/11/2021;20;Segmento 3;8;354,15
30195;744594;15/3/2021;14;Segmento 2;2;61,37
30196;975624;27/3/2021;27;Segmento 8;2;172,18
30197;830796;27/1/2021;19;Segmento 6;5;468,55
30198;339907;17/6/2021;19;Segmento 5;10;496,3
30199;963632;31/12/2021;28;Segmento 4;9;400,45
30200;383796;23/7/2021;3;Segmento 7;10;995,85
30201;708195;20/3/2021;9;Segmento 3;8;774,89
30202;415445;27/2/2021;3;Segmento 4;1;70,48
30203;561393;23/4/2021;35;Segmento 2;6;348,57
30204;461184;1/3/2021;5;Segmento 6;3;283,03
30205;278234;5/5/2021;7;Segmento 3;2;73,02
30206;82757;4/1/2021;4;Segmento 1;8;739,53
30207;606976;20/10/2021;14;Segmento 5;3;156,16
30208;364270;15/1/2021;23;Segmento 1;6;303,88
30209;723605;22/1/2021;14;Segmento 4;7;515
30210;41185;25/8/2021;11;Segmento 7;7;125,75
30211;104712;16/12/2021;28;Segmento 6;2;60,57
30212;271387;25/4/2021;6;Segmento 3;7;50,5
30213;206864;23/2/2021;24;Segmento 5;4;154,65
30214;852501;8/4/2021;31;Segmento 7;4;323,25
30215;383050;17/7/2021;24;Segmento 5;2;59,98
30216;600705;6/10/2021;28;Segmento 7;7;416,97
30217;257617;7/10/2021;10;Segmento 8;7;699,84
30218;776597;14/1/2021;2;Segmento 6;9;586,1
30219;439655;30/7/2021;23;Segmento 5;6;550,07
30220;783574;26/3/2021;15;Segmento 2;8;703,11
30221;799857;30/9/2021;1;Segmento 7;7;601,59
30222;207315;14/12/2021;24;Segmento 5;1;96,09
30223;351102;13/8/2021;32;Segmento 5;1;13,05
30224;678756;4/12/2021;30;Segmento 8;2;136,85
30225;422360;20/1/2021;27;Segmento 3;0;0
30226;978950;21/6/2021;30;Segmento 3;9;876,51
30227;859316;23/6/2021;10;Segmento 3;4;316,64
30228;437838;6/10/2021;20;Segmento 5;8;516,49
30229;164424;31/3/2021;9;Segmento 2;10;397,47
30230;831204;24/11/2021;8;Segmento 4;1;84,6
30231;359833;4/2/2021;1;Segmento 6;4;172,43
30232;54476;11/8/2021;27;Segmento 4;2;21,5
30233;642982;20/10/2021;4;Segmento 8;10;165,69
30234;870061;31/8/2021;26;Segmento 1;9;513,54
30235;136950;19/3/2021;6;Segmento 1;9;737,08
30236;213075;29/11/2021;21;Segmento 5;3;38,17
30237;151690;25/9/2021;28;Segmento 2;10;658,45
30238;114262;14/8/2021;17;Segmento 7;0;0
30239;430021;13/7/2021;10;Segmento 1;6;260,54
30240;192280;13/12/2021;35;Segmento 3;0;0
30241;822823;15/8/2021;12;Segmento 8;7;297,13
30242;113871;11/9/2021;15;Segmento 4;4;197,26
30243;558763;17/2/2021;8;Segmento 3;1;55,71
30244;704692;26/4/2021;11;Segmento 5;4;46,35
30245;984487;1/8/2021;10;Segmento 1;9;661,77
30246;828129;22/2/2021;24;Segmento 3;9;371,47
30247;240691;20/5/2021;27;Segmento 7;8;684,84
30248;85299;4/6/2021;20;Segmento 2;7;331,2
30249;502165;14/3/2021;25;Segmento 2;10;7,56
30250;221283;20/6/2021;21;Segmento 4;4;55,18
30251;104441;7/10/2021;17;Segmento 6;2;107,91
30252;124178;6/8/2021;21;Segmento 6;6;251,92
30253;496980;30/1/2021;22;Segmento 5;6;209,2
30254;263514;21/7/2021;18;Segmento 4;3;230,74
30255;399091;18/5/2021;8;Segmento 1;0;0
30256;438586;17/10/2021;6;Segmento 5;10;933,53
30257;422231;16/11/2021;1;Segmento 4;1;33,42
30258;710749;20/8/2021;18;Segmento 8;8;162,75
30259;291003;22/4/2021;24;Segmento 1;3;273,69
30260;10401;10/1/2021;17;Segmento 3;1;26,89
30261;891614;11/2/2021;9;Segmento 5;1;98,85
30262;9044;14/4/2021;22;Segmento 6;1;14,58
30263;797870;11/3/2021;24;Segmento 1;0;0
30264;293721;5/10/2021;2;Segmento 6;1;45,83
30265;196559;6/10/2021;15;Segmento 2;7;673,83
30266;648185;19/5/2021;18;Segmento 2;3;52,15
30267;193379;16/9/2021;34;Segmento 5;1;1,9
30268;745369;13/4/2021;14;Segmento 8;2;193,27
30269;587414;24/2/2021;16;Segmento 7;8;531,94
30270;387181;20/10/2021;16;Segmento 4;7;293,58
30271;184421;26/6/2021;18;Segmento 2;9;878,79
30272;353526;16/1/2021;7;Segmento 8;8;109,39
30273;429233;25/10/2021;17;Segmento 1;5;320,75
30274;674285;29/10/2021;26;Segmento 8;0;0
30275;364665;6/6/2021;23;Segmento 4;1;48,42
30276;895711;12/8/2021;18;Segmento 6;2;124,57
30277;931493;30/12/2021;27;Segmento 2;0;0
30278;392645;29/5/2021;9;Segmento 1;7;653,28
30279;896138;17/3/2021;9;Segmento 1;3;3,7
30280;586885;11/11/2021;18;Segmento 8;10;901,7
30281;5447;18/8/2021;3;Segmento 4;3;141,94
30282;925848;1/8/2021;25;Segmento 1;3;108,39
30283;581513;29/8/2021;31;Segmento 7;2;38,35
30284;34754;3/11/2021;5;Segmento 6;5;196,89
30285;976926;17/1/2021;8;Segmento 7;2;22,84
30286;196866;21/4/2021;6;Segmento 3;2;110,85
30287;161215;4/1/2021;14;Segmento 6;2;2,16
30288;213471;5/9/2021;31;Segmento 2;5;471,21
30289;808751;7/3/2021;7;Segmento 8;0;0
30290;328277;3/12/2021;19;Segmento 8;5;471,9
30291;276290;17/7/2021;28;Segmento 6;2;36,78
30292;711740;10/11/2021;8;Segmento 2;6;213,18
30293;420723;19/2/2021;4;Segmento 1;2;137,01
30294;529208;12/11/2021;15;Segmento 7;3;261,36
30295;110855;13/3/2021;21;Segmento 7;2;119,44
30296;791721;31/7/2021;22;Segmento 3;5;222,76
30297;274248;28/10/2021;33;Segmento 3;6;598,83
30298;913998;18/10/2021;33;Segmento 7;3;264,91
30299;349223;20/12/2021;7;Segmento 2;6;470,23
30300;178252;24/1/2021;13;Segmento 6;2;57,95
30301;916469;16/12/2021;11;Segmento 5;9;198,42
30302;259493;13/12/2021;10;Segmento 1;4;3,91
30303;631453;30/3/2021;30;Segmento 1;1;59,84
30304;655391;8/11/2021;20;Segmento 8;7;143,79
30305;119919;10/5/2021;15;Segmento 5;5;133,97
30306;62519;5/12/2021;10;Segmento 1;9;794,31
30307;185586;9/9/2021;26;Segmento 5;0;0
30308;43199;18/1/2021;24;Segmento 4;1;52,08
30309;653817;19/5/2021;25;Segmento 3;9;726,43
30310;457261;26/9/2021;17;Segmento 4;8;171,67
30311;69611;12/7/2021;32;Segmento 1;1;36,85
30312;510414;7/6/2021;3;Segmento 6;5;347,55
30313;720414;21/12/2021;24;Segmento 5;2;101,64
30314;5814;28/9/2021;6;Segmento 5;2;157,39
30315;762556;15/4/2021;35;Segmento 3;8;195,47
30316;782167;22/7/2021;34;Segmento 1;4;320,18
30317;761240;19/3/2021;28;Segmento 6;9;316,77
30318;508107;24/7/2021;6;Segmento 4;4;311,21
30319;345342;27/6/2021;33;Segmento 5;8;752,29
30320;500573;25/8/2021;30;Segmento 7;3;82,53
30321;277242;24/1/2021;1;Segmento 1;3;125,37
30322;590579;3/5/2021;4;Segmento 4;2;105,41
30323;76999;22/4/2021;1;Segmento 7;5;300,49
30324;222724;23/10/2021;5;Segmento 5;1;75,47
30325;270794;14/5/2021;14;Segmento 3;5;467,98
30326;731813;12/8/2021;34;Segmento 5;9;593,1
30327;370211;19/7/2021;14;Segmento 2;10;492,15
30328;866074;2/4/2021;21;Segmento 4;5;291,12
30329;270337;4/1/2021;21;Segmento 8;0;0
30330;384154;20/11/2021;24;Segmento 8;3;223,9
30331;524587;22/1/2021;22;Segmento 8;3;172,18
30332;676354;8/8/2021;13;Segmento 8;5;170,26
30333;322286;14/10/2021;33;Segmento 8;8;679,26
30334;869104;18/10/2021;12;Segmento 8;1;78,73
30335;532021;21/3/2021;13;Segmento 8;7;225,09
30336;179262;2/6/2021;30;Segmento 3;7;157,53
30337;200310;31/12/2021;14;Segmento 5;0;0
30338;943254;9/4/2021;10;Segmento 4;3;280,4
30339;98738;16/2/2021;22;Segmento 6;7;531,96
30340;298136;9/9/2021;12;Segmento 8;6;257,94
30341;820576;17/1/2021;4;Segmento 1;9;32,58
30342;32365;28/5/2021;16;Segmento 8;8;108,54
30343;749709;18/8/2021;24;Segmento 8;9;178,92
30344;801391;12/7/2021;7;Segmento 8;8;419,26
30345;970682;17/12/2021;23;Segmento 6;4;292,87
30346;736253;11/5/2021;7;Segmento 8;4;19,4
30347;149987;29/9/2021;13;Segmento 3;10;649
30348;471803;15/8/2021;6;Segmento 5;6;220,81
30349;955731;10/8/2021;25;Segmento 1;6;342,05
30350;189168;14/10/2021;7;Segmento 8;2;195,55
30351;412677;31/5/2021;24;Segmento 2;3;151,32
30352;645915;25/6/2021;2;Segmento 1;4;52,95
30353;832649;13/4/2021;7;Segmento 6;3;156,6
30354;250646;14/8/2021;3;Segmento 1;10;650,6
30355;655673;22/9/2021;10;Segmento 2;6;123,93
30356;980041;11/4/2021;35;Segmento 2;9;2,83
30357;629512;14/9/2021;10;Segmento 4;9;330,46
30358;854002;9/6/2021;13;Segmento 1;9;241,42
30359;216615;2/10/2021;32;Segmento 5;2;22,3
30360;497635;1/9/2021;34;Segmento 7;2;167,22
30361;334942;7/10/2021;8;Segmento 2;5;260,07
30362;576382;12/11/2021;14;Segmento 3;7;656,2
30363;445277;2/9/2021;22;Segmento 6;4;140,38
30364;842320;28/2/2021;16;Segmento 5;2;188,89
30365;554866;1/1/2021;13;Segmento 6;6;8,93
30366;241475;14/9/2021;5;Segmento 3;4;335,62
30367;652579;12/7/2021;19;Segmento 2;7;175,83
30368;309951;28/9/2021;31;Segmento 2;4;304
30369;456124;18/1/2021;16;Segmento 3;8;167,81
30370;313719;7/11/2021;4;Segmento 8;7;281,74
30371;776689;9/11/2021;22;Segmento 2;5;299,16
30372;914867;17/7/2021;15;Segmento 6;10;556,38
30373;86588;28/6/2021;11;Segmento 7;3;108,37
30374;753718;8/1/2021;33;Segmento 4;8;195,35
30375;811650;16/10/2021;8;Segmento 4;2;29,96
30376;553010;5/2/2021;4;Segmento 3;2;113,67
30377;670404;2/1/2021;10;Segmento 5;3;83,38
30378;519263;25/9/2021;32;Segmento 3;7;414,15
30379;16030;26/12/2021;10;Segmento 1;4;67,59
30380;680754;3/3/2021;6;Segmento 4;1;21,36
30381;75971;24/10/2021;34;Segmento 4;3;248,37
30382;531848;29/1/2021;5;Segmento 3;3;102,36
30383;493731;12/11/2021;19;Segmento 8;5;240,94
30384;15610;16/12/2021;20;Segmento 5;8;535,37
30385;108355;6/9/2021;29;Segmento 5;4;319,17
30386;776820;26/3/2021;14;Segmento 8;4;299,07
30387;480926;15/2/2021;22;Segmento 4;9;561,03
30388;28247;14/10/2021;9;Segmento 5;2;166,92
30389;959826;29/3/2021;29;Segmento 1;7;444,56
30390;443737;19/8/2021;23;Segmento 4;2;157,4
30391;441921;3/3/2021;16;Segmento 5;5;326,77
30392;314845;22/2/2021;4;Segmento 5;0;0
30393;286855;22/3/2021;20;Segmento 5;8;280,54
30394;193572;11/8/2021;26;Segmento 4;0;0
30395;406849;6/7/2021;22;Segmento 7;7;277,65
30396;856107;29/12/2021;19;Segmento 8;4;316,53
30397;610363;9/2/2021;7;Segmento 3;5;290,05
30398;980552;31/5/2021;15;Segmento 5;6;148,61
30399;690962;19/8/2021;7;Segmento 8;2;192,98
30400;907319;25/2/2021;1;Segmento 8;6;114,63
30401;984912;11/3/2021;8;Segmento 3;6;432,81
30402;832706;30/11/2021;10;Segmento 1;3;298,46
30403;329725;26/9/2021;5;Segmento 3;10;187,53
30404;182883;15/3/2021;25;Segmento 7;4;257,47
30405;456824;21/6/2021;11;Segmento 6;1;15,72
30406;857265;25/8/2021;16;Segmento 8;3;66,34
30407;224654;22/10/2021;24;Segmento 5;0;0
30408;126404;6/11/2021;25;Segmento 3;6;425,83
30409;549205;20/5/2021;10;Segmento 7;1;98,21
30410;682731;5/5/2021;28;Segmento 2;8;265,46
30411;229083;10/4/2021;14;Segmento 4;1;59,32
30412;373905;8/6/2021;9;Segmento 7;9;305,09
30413;82422;10/10/2021;19;Segmento 4;5;170,09
30414;237613;21/7/2021;26;Segmento 8;2;62,52
30415;251991;14/9/2021;18;Segmento 2;1;88,63
30416;189937;1/8/2021;35;Segmento 2;4;77,5
30417;156713;18/1/2021;3;Segmento 5;6;294,37
30418;794067;3/3/2021;30;Segmento 2;5;334,91
30419;97854;25/7/2021;5;Segmento 5;10;959,99
30420;238061;10/9/2021;30;Segmento 8;4;119,69
30421;194637;27/9/2021;9;Segmento 2;3;207,38
30422;263674;6/8/2021;3;Segmento 5;8;502,95
30423;197166;13/5/2021;22;Segmento 4;4;113,96
30424;648194;2/9/2021;18;Segmento 4;6;418,87
30425;453897;25/7/2021;5;Segmento 7;6;19,98
30426;204128;27/2/2021;3;Segmento 5;1;5,05
30427;99711;8/1/2021;35;Segmento 7;9;850,16
30428;218713;8/1/2021;10;Segmento 3;2;92,07
30429;836761;6/4/2021;27;Segmento 6;7;685,05
30430;362613;3/7/2021;28;Segmento 5;6;511,54
30431;605166;17/2/2021;19;Segmento 4;3;207,63
30432;820311;16/10/2021;13;Segmento 8;5;344,48
30433;504398;16/8/2021;26;Segmento 4;1;60,64
30434;597340;4/7/2021;20;Segmento 3;1;12,31
30435;214125;29/8/2021;5;Segmento 4;2;158,04
30436;608848;11/11/2021;34;Segmento 3;8;124,04
30437;715595;1/8/2021;21;Segmento 4;2;27,09
30438;912893;7/11/2021;5;Segmento 2;8;615,58
30439;695547;20/1/2021;20;Segmento 4;7;43,31
30440;801754;29/10/2021;7;Segmento 8;7;504,6
30441;523575;22/10/2021;9;Segmento 5;9;558,7
30442;304854;10/8/2021;25;Segmento 8;1;70,69
30443;541091;2/10/2021;1;Segmento 4;2;184,48
30444;866811;6/3/2021;7;Segmento 6;3;134,56
30445;262516;14/11/2021;24;Segmento 4;5;489,88
30446;9550;14/2/2021;28;Segmento 8;9;480,52
30447;15880;31/1/2021;8;Segmento 4;1;13,7
30448;73341;22/8/2021;24;Segmento 3;3;23,2
30449;43546;9/6/2021;17;Segmento 6;2;47,31
30450;604307;11/1/2021;26;Segmento 7;2;138,85
30451;148994;25/5/2021;12;Segmento 7;3;143,35
30452;121284;28/5/2021;29;Segmento 2;5;61,41
30453;926551;29/9/2021;4;Segmento 4;1;95,28
30454;625822;4/10/2021;30;Segmento 2;9;525,3
30455;749687;23/5/2021;34;Segmento 6;7;292,29
30456;699354;24/5/2021;14;Segmento 3;3;28,19
30457;423063;30/11/2021;12;Segmento 8;1;17,8
30458;964460;9/4/2021;1;Segmento 3;4;241,09
30459;824287;19/8/2021;33;Segmento 7;1;13,23
30460;953688;27/10/2021;35;Segmento 3;3;222,37
30461;288705;11/1/2021;20;Segmento 1;2;134,98
30462;279964;18/3/2021;9;Segmento 7;9;868,16
30463;935433;1/10/2021;1;Segmento 2;9;686,19
30464;173907;25/8/2021;14;Segmento 5;8;763,81
30465;194208;27/9/2021;22;Segmento 5;4;297,14
30466;887786;22/12/2021;7;Segmento 1;1;21,37
30467;242743;24/2/2021;3;Segmento 5;5;416,3
30468;434105;17/8/2021;23;Segmento 2;0;0
30469;778544;21/3/2021;18;Segmento 7;3;193,84
30470;3382;15/3/2021;11;Segmento 6;7;675,68
30471;693888;23/4/2021;32;Segmento 1;8;484,64
30472;204633;2/12/2021;18;Segmento 6;9;551,88
30473;947611;16/1/2021;10;Segmento 8;2;175,5
30474;875998;12/9/2021;2;Segmento 4;9;514,91
30475;571279;30/4/2021;18;Segmento 8;4;283,5
30476;567832;30/5/2021;23;Segmento 4;8;55,8
30477;459462;25/2/2021;12;Segmento 5;1;17,19
30478;773756;3/12/2021;22;Segmento 3;2;16
30479;401902;20/4/2021;15;Segmento 1;9;303,29
30480;467890;13/7/2021;23;Segmento 8;9;628,53
30481;473675;17/8/2021;27;Segmento 3;8;439,11
30482;904159;23/5/2021;15;Segmento 1;7;189,85
30483;109878;20/4/2021;19;Segmento 1;2;75,63
30484;707669;4/2/2021;32;Segmento 4;8;224,28
30485;499454;8/2/2021;4;Segmento 3;6;363,91
30486;867533;28/10/2021;14;Segmento 2;1;96,04
30487;284529;24/10/2021;28;Segmento 4;1;35,09
30488;18274;8/10/2021;8;Segmento 3;1;33,85
30489;796952;23/11/2021;3;Segmento 1;9;64,76
30490;382422;1/3/2021;31;Segmento 7;4;314,55
30491;342121;27/12/2021;20;Segmento 1;6;313,77
30492;902493;18/7/2021;6;Segmento 1;4;60,14
30493;981359;17/7/2021;29;Segmento 7;0;0
30494;815294;9/8/2021;1;Segmento 4;10;97,58
30495;824044;27/8/2021;10;Segmento 1;5;250,18
30496;203977;4/4/2021;21;Segmento 8;5;413,42
30497;341237;20/10/2021;3;Segmento 8;3;86,36
30498;978985;10/2/2021;25;Segmento 6;8;164,28
30499;402234;3/4/2021;14;Segmento 7;3;233,9
30500;928785;20/4/2021;21;Segmento 4;1;87,13
30501;858051;27/11/2021;33;Segmento 4;3;83,46
30502;620855;2/6/2021;8;Segmento 6;6;224,73
30503;511588;21/3/2021;25;Segmento 4;10;240,37
30504;660323;4/3/2021;31;Segmento 8;1;97,52
30505;743959;12/3/2021;33;Segmento 5;1;80,18
30506;401422;30/1/2021;11;Segmento 6;4;281,78
30507;556441;3/11/2021;35;Segmento 7;9;575,62
30508;931233;31/7/2021;21;Segmento 1;1;4,49
30509;915364;21/12/2021;1;Segmento 1;8;696,36
30510;122153;23/3/2021;34;Segmento 7;8;323,89
30511;47992;17/11/2021;24;Segmento 6;4;147,61
30512;905723;16/10/2021;2;Segmento 8;7;92,56
30513;926281;17/8/2021;5;Segmento 2;5;237,03
30514;583799;7/1/2021;24;Segmento 3;3;65,77
30515;427468;29/4/2021;25;Segmento 1;1;15,39
30516;332483;25/4/2021;2;Segmento 6;9;30,22
30517;769451;14/4/2021;23;Segmento 1;9;181,1
30518;312679;10/6/2021;3;Segmento 3;1;99,55
30519;107691;13/10/2021;7;Segmento 1;3;75,46
30520;388581;17/8/2021;24;Segmento 4;6;93,35
30521;201112;29/10/2021;8;Segmento 4;9;147,15
30522;351304;18/7/2021;33;Segmento 8;4;282,85
30523;357908;10/8/2021;12;Segmento 4;4;247,09
30524;7822;9/12/2021;6;Segmento 3;6;30,8
30525;836649;23/2/2021;14;Segmento 6;4;8,21
30526;845658;23/8/2021;7;Segmento 6;3;188,63
30527;513605;17/2/2021;27;Segmento 7;9;97,55
30528;421883;25/11/2021;33;Segmento 1;8;378,75
30529;481860;9/1/2021;4;Segmento 3;3;220,66
30530;397739;27/8/2021;12;Segmento 5;6;274,16
30531;528226;5/2/2021;1;Segmento 3;9;404,68
30532;441858;3/3/2021;3;Segmento 2;4;136,22
30533;40970;9/11/2021;12;Segmento 3;4;208,9
30534;82831;15/6/2021;32;Segmento 7;4;340,29
30535;342621;20/6/2021;6;Segmento 6;4;366,54
30536;150026;12/8/2021;7;Segmento 7;3;61,25
30537;330622;9/1/2021;35;Segmento 2;2;142,26
30538;690106;1/11/2021;2;Segmento 2;3;8,66
30539;227603;10/10/2021;7;Segmento 4;3;130,2
30540;412035;29/9/2021;14;Segmento 5;1;9,33
30541;314089;10/2/2021;11;Segmento 1;1;71,46
